keyword_id,target_customer_type,country_or_region,city,keyword_pattern,example_search_query,search_intent,keyword_intent_type,priority_level,keyword_status,used_recently,last_used_at,next_allowed_at,cooldown_days,blocked_reason,manual_review_required,discovery_quality_score,contactability_score,total_runs,total_leads_collected,ready_to_contact_count,contact_found_count,duplicate_count,news_only_count,no_contact_count,relevance_ratio,notes,last_updated,change_note
KW-0363,brewery venue,Adelaide,,brewery venue Adelaide supplier contact,,"Generator: template=T11, risk=low",Discovery,high,New,Yes,2026-05-29T16:04:30.234323,2026-06-12T16:04:30.234323,14,,,0.0,0.0,1,0,0,0,,,,,,,
KW-0364,aged care food service,Hobart,,aged care food service Hobart supplier contact,,"Generator: template=T11, risk=low",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0365,corporate catering,Darwin,,corporate catering Darwin supplier contact,,"Generator: template=T11, risk=low",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0366,cafe chain,Newcastle,,cafe chain Newcastle supplier contact,,"Generator: template=T11, risk=low",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0367,food court operator,Wollongong,,food court operator Wollongong supplier contact,,"Generator: template=T11, risk=low",Discovery,high,New,Yes,2026-05-29T16:04:26.391410,2026-06-12T16:04:26.391410,14,,,0.0,0.0,1,0,0,0,,,,,,,
KW-0368,winery restaurant,NSW,,winery restaurant NSW supplier contact,,"Generator: template=T11, risk=low",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0369,resort F&B,VIC,,resort F&B VIC supplier contact,,"Generator: template=T11, risk=low",Discovery,high,New,Yes,2026-05-25T16:35:36.930104,2026-06-08T16:35:36.930104,14,,,0.5,0.0,1,1,0,0,,,,,,,
KW-0370,hospitality recruitment,QLD,,hospitality recruitment QLD supplier contact,,"Generator: template=T11, risk=low",Discovery,high,New,Yes,2026-05-28T14:30:22.281297,2026-06-11T14:30:22.281297,14,,,0.5,0.0,1,1,0,0,,,,,,,
KW-0371,restaurant renovation,WA,,restaurant renovation WA supplier contact,,"Generator: template=T11, risk=low",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0372,restaurant supply chain,Launceston,,restaurant supply chain Launceston supplier contact,,"Generator: template=T11, risk=low",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0373,ghost kitchen operator,Alice Springs,,ghost kitchen operator Alice Springs supplier contact,,"Generator: template=T11, risk=low",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0374,hotel housekeeping supplier,Mornington Peninsula,,hotel housekeeping supplier Mornington Peninsula supplier contact,,"Generator: template=T11, risk=low",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0375,restaurant furniture supplier,Hunter Valley,,restaurant furniture supplier Hunter Valley supplier contact,,"Generator: template=T11, risk=low",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0376,commercial kitchen supplier,Byron Bay,,commercial kitchen supplier Byron Bay supplier contact,,"Generator: template=T11, risk=low",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0377,hospitality technology supplier,Port Douglas,,hospitality technology supplier Port Douglas supplier contact,,"Generator: template=T11, risk=low",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0378,restaurant POS supplier,Broome,,restaurant POS supplier Broome supplier contact,,"Generator: template=T11, risk=low",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0379,bar equipment supplier,Margaret River,,bar equipment supplier Margaret River supplier contact,,"Generator: template=T11, risk=low",Discovery,high,Paused,,,,14,,,,,0,0,0,0,,,,,,,
KW-0380,food packaging supplier,Yarra Valley,,food packaging supplier Yarra Valley supplier contact,,"Generator: template=T11, risk=low",Discovery,high,Paused,,,,14,,,,,0,0,0,0,,,,,,,
KW-0381,hotel amenities supplier,McLaren Vale,,hotel amenities supplier McLaren Vale supplier contact,,"Generator: template=T11, risk=low",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0382,brewery venue,Adelaide,,brewery venue Adelaide procurement team,,"Generator: template=T12, risk=low",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0383,aged care food service,Hobart,,aged care food service Hobart procurement team,,"Generator: template=T12, risk=low",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0384,corporate catering,Darwin,,corporate catering Darwin procurement team,,"Generator: template=T12, risk=low",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0385,cafe chain,Newcastle,,cafe chain Newcastle procurement team,,"Generator: template=T12, risk=low",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0386,food court operator,Wollongong,,food court operator Wollongong procurement team,,"Generator: template=T12, risk=low",Discovery,high,New,Yes,2026-05-29T16:06:31.380340,2026-06-12T16:06:31.380340,14,,,0.0,0.0,1,0,0,0,,,,,,,
KW-0387,winery restaurant,NSW,,winery restaurant NSW procurement team,,"Generator: template=T12, risk=low",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0388,resort F&B,VIC,,resort F&B VIC procurement team,,"Generator: template=T12, risk=low",Discovery,high,New,Yes,2026-05-29T16:04:16.658771,2026-06-12T16:04:16.658771,14,,,0.0,0.0,1,0,0,0,,,,,,,
KW-0389,hospitality recruitment,QLD,,hospitality recruitment QLD procurement team,,"Generator: template=T12, risk=low",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0390,restaurant renovation,WA,,restaurant renovation WA procurement team,,"Generator: template=T12, risk=low",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0391,restaurant supply chain,Launceston,,restaurant supply chain Launceston procurement team,,"Generator: template=T12, risk=low",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0392,ghost kitchen operator,Alice Springs,,ghost kitchen operator Alice Springs procurement team,,"Generator: template=T12, risk=low",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0393,hotel housekeeping supplier,Mornington Peninsula,,hotel housekeeping supplier Mornington Peninsula procurement team,,"Generator: template=T12, risk=low",Discovery,high,New,Yes,2026-05-29T16:06:18.875822,2026-06-12T16:06:18.875822,14,,,0.0,0.0,1,0,0,0,,,,,,,
KW-0394,restaurant furniture supplier,Hunter Valley,,restaurant furniture supplier Hunter Valley procurement team,,"Generator: template=T12, risk=low",Discovery,high,New,Yes,2026-05-28T14:30:22.268100,2026-06-11T14:30:22.268100,14,,,0.5,0.0,1,1,0,0,,,,,,,
KW-0395,commercial kitchen supplier,Byron Bay,,commercial kitchen supplier Byron Bay procurement team,,"Generator: template=T12, risk=low",Discovery,high,New,Yes,2026-05-29T16:05:22.964260,2026-06-12T16:05:22.964260,14,,,0.0,0.0,1,0,0,0,,,,,,,
KW-0396,hospitality technology supplier,Port Douglas,,hospitality technology supplier Port Douglas procurement team,,"Generator: template=T12, risk=low",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0397,restaurant POS supplier,Broome,,restaurant POS supplier Broome procurement team,,"Generator: template=T12, risk=low",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0398,bar equipment supplier,Margaret River,,bar equipment supplier Margaret River procurement team,,"Generator: template=T12, risk=low",Discovery,high,New,Yes,2026-05-29T16:05:34.026330,2026-06-12T16:05:34.026330,14,,,0.0,0.0,1,0,0,0,,,,,,,
KW-0399,food packaging supplier,Yarra Valley,,food packaging supplier Yarra Valley procurement team,,"Generator: template=T12, risk=low",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0400,hotel amenities supplier,McLaren Vale,,hotel amenities supplier McLaren Vale procurement team,,"Generator: template=T12, risk=low",Discovery,high,New,Yes,2026-05-29T16:04:20.216040,2026-06-12T16:04:20.216040,14,,,0.0,0.0,1,0,0,0,,,,,,,
KW-0401,brewery venue,Adelaide,,brewery venue Adelaide purchasing department email,,"Generator: template=T13, risk=low",Discovery,high,New,Yes,2026-05-29T15:59:40.062875,2026-06-12T15:59:40.062875,14,,,0.0,0.0,1,0,0,0,,,,,,,
KW-0402,aged care food service,Hobart,,aged care food service Hobart purchasing department email,,"Generator: template=T13, risk=low",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0403,corporate catering,Darwin,,corporate catering Darwin purchasing department email,,"Generator: template=T13, risk=low",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0404,cafe chain,Newcastle,,cafe chain Newcastle purchasing department email,,"Generator: template=T13, risk=low",Discovery,high,New,Yes,2026-05-29T16:04:12.360616,2026-06-12T16:04:12.360616,14,,,0.0,0.0,1,0,0,0,,,,,,,
KW-0405,food court operator,Wollongong,,food court operator Wollongong purchasing department email,,"Generator: template=T13, risk=low",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0406,winery restaurant,NSW,,winery restaurant NSW purchasing department email,,"Generator: template=T13, risk=low",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0407,resort F&B,VIC,,resort F&B VIC purchasing department email,,"Generator: template=T13, risk=low",Discovery,high,New,Yes,2026-05-29T16:05:32.316816,2026-06-12T16:05:32.316816,14,,,0.0,0.0,1,0,0,0,,,,,,,
KW-0408,hospitality recruitment,QLD,,hospitality recruitment QLD purchasing department email,,"Generator: template=T13, risk=low",Discovery,high,New,Yes,2026-05-29T16:06:23.543788,2026-06-12T16:06:23.543788,14,,,0.0,0.0,1,0,0,0,,,,,,,
KW-0409,restaurant renovation,WA,,restaurant renovation WA purchasing department email,,"Generator: template=T13, risk=low",Discovery,high,New,Yes,2026-05-29T16:04:22.099862,2026-06-12T16:04:22.099862,14,,,0.0,0.0,1,0,0,0,,,,,,,
KW-0410,restaurant supply chain,Launceston,,restaurant supply chain Launceston purchasing department email,,"Generator: template=T13, risk=low",Discovery,high,New,Yes,2026-05-29T16:05:40.448828,2026-06-12T16:05:40.448828,14,,,0.0,0.0,1,0,0,0,,,,,,,
KW-0411,ghost kitchen operator,Alice Springs,,ghost kitchen operator Alice Springs purchasing department email,,"Generator: template=T13, risk=low",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0412,hotel housekeeping supplier,Mornington Peninsula,,hotel housekeeping supplier Mornington Peninsula purchasing department email,,"Generator: template=T13, risk=low",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0413,restaurant furniture supplier,Hunter Valley,,restaurant furniture supplier Hunter Valley purchasing department email,,"Generator: template=T13, risk=low",Discovery,high,New,Yes,2026-05-29T16:05:42.408723,2026-06-12T16:05:42.408723,14,,,0.0,0.0,1,0,0,0,,,,,,,
KW-0414,commercial kitchen supplier,Byron Bay,,commercial kitchen supplier Byron Bay purchasing department email,,"Generator: template=T13, risk=low",Discovery,high,New,Yes,2026-05-29T16:03:57.423951,2026-06-12T16:03:57.423951,14,,,0.0,0.0,1,0,0,0,,,,,,,
KW-0415,hospitality technology supplier,Port Douglas,,hospitality technology supplier Port Douglas purchasing department email,,"Generator: template=T13, risk=low",Discovery,high,New,Yes,2026-05-29T16:05:15.216370,2026-06-12T16:05:15.216370,14,,,0.0,0.0,1,0,0,0,,,,,,,
KW-0416,restaurant POS supplier,Broome,,restaurant POS supplier Broome purchasing department email,,"Generator: template=T13, risk=low",Discovery,high,New,Yes,2026-05-29T16:00:57.866994,2026-06-12T16:00:57.866994,14,,,0.0,0.0,1,0,0,0,,,,,,,
KW-0417,bar equipment supplier,Margaret River,,bar equipment supplier Margaret River purchasing department email,,"Generator: template=T13, risk=low",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0418,food packaging supplier,Yarra Valley,,food packaging supplier Yarra Valley purchasing department email,,"Generator: template=T13, risk=low",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0419,hotel amenities supplier,McLaren Vale,,hotel amenities supplier McLaren Vale purchasing department email,,"Generator: template=T13, risk=low",Discovery,high,New,Yes,2026-05-29T16:06:27.514853,2026-06-12T16:06:27.514853,14,,,0.0,0.0,1,0,0,0,,,,,,,
KW-0420,brewery venue,Australia,,brewery venue Australia acquisition supplier needed,,"Generator: template=T14, risk=medium",Discovery,high,New,Yes,2026-05-25T17:32:51.398524,2026-06-08T17:32:51.398524,14,,,0.5,0.0,1,1,0,0,,,,,,,
KW-0421,aged care food service,Australia,,aged care food service Australia now hiring supplier needed,,"Generator: template=T14, risk=medium",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0422,corporate catering,Australia,,corporate catering Australia coming soon supplier needed,,"Generator: template=T14, risk=medium",Discovery,high,New,Yes,2026-05-29T16:01:05.975286,2026-06-12T16:01:05.975286,14,,,0.0,0.0,1,0,0,0,,,,,,,
KW-0423,cafe chain,Australia,,cafe chain Australia refurbishment supplier needed,,"Generator: template=T14, risk=medium",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0424,food court operator,Australia,,food court operator Australia fit-out supplier needed,,"Generator: template=T14, risk=medium",Discovery,high,New,Yes,2026-05-29T16:05:06.148350,2026-06-12T16:05:06.148350,14,,,0.0,0.0,1,0,0,0,,,,,,,
KW-0425,winery restaurant,Australia,,winery restaurant Australia menu refresh supplier needed,,"Generator: template=T14, risk=medium",Discovery,high,New,Yes,2026-05-29T16:04:32.234787,2026-06-12T16:04:32.234787,14,,,0.0,0.0,1,0,0,0,,,,,,,
KW-0426,resort F&B,Australia,,resort F&B Australia seasonal hiring supplier needed,,"Generator: template=T14, risk=medium",Discovery,high,New,Yes,2026-05-29T16:05:49.824336,2026-06-12T16:05:49.824336,14,,,0.0,0.0,1,0,0,0,,,,,,,
KW-0427,hospitality recruitment,Australia,,hospitality recruitment Australia award winner supplier needed,,"Generator: template=T14, risk=medium",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0428,restaurant renovation,Australia,,restaurant renovation Australia new head chef supplier needed,,"Generator: template=T14, risk=medium",Discovery,high,Paused,,,,14,,,,,0,0,0,0,,,,,,,
KW-0429,restaurant supply chain,Sydney,,restaurant supply chain Sydney new venue supplier needed,,"Generator: template=T14, risk=medium",Discovery,high,New,Yes,2026-05-29T15:06:06.760790,2026-06-12T15:06:06.760790,14,,,0.0,0.0,1,0,0,0,,,,,,,
KW-0430,ghost kitchen operator,Sydney,,ghost kitchen operator Sydney expansion supplier needed,,"Generator: template=T14, risk=medium",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0431,hotel housekeeping supplier,Sydney,,hotel housekeeping supplier Sydney rebranding supplier needed,,"Generator: template=T14, risk=medium",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0432,restaurant furniture supplier,Sydney,,restaurant furniture supplier Sydney acquisition supplier needed,,"Generator: template=T14, risk=medium",Discovery,high,New,Yes,2026-05-29T16:03:27.272617,2026-06-12T16:03:27.272617,14,,,0.0,0.0,1,0,0,0,,,,,,,
KW-0433,commercial kitchen supplier,Sydney,,commercial kitchen supplier Sydney renovation supplier needed,,"Generator: template=T14, risk=medium",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0434,hospitality technology supplier,Sydney,,hospitality technology supplier Sydney now hiring supplier needed,,"Generator: template=T14, risk=medium",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0435,restaurant POS supplier,Sydney,,restaurant POS supplier Sydney coming soon supplier needed,,"Generator: template=T14, risk=medium",Discovery,high,New,Yes,2026-05-29T16:05:26.643425,2026-06-12T16:05:26.643425,14,,,0.0,0.0,1,0,0,0,,,,,,,
KW-0436,bar equipment supplier,Sydney,,bar equipment supplier Sydney refurbishment supplier needed,,"Generator: template=T14, risk=medium",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0437,food packaging supplier,Sydney,,food packaging supplier Sydney fit-out supplier needed,,"Generator: template=T14, risk=medium",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0438,hotel amenities supplier,Sydney,,hotel amenities supplier Sydney menu refresh supplier needed,,"Generator: template=T14, risk=medium",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0439,restaurant lighting supplier,Sydney,,restaurant lighting supplier Sydney seasonal hiring supplier needed,,"Generator: template=T14, risk=medium",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0440,hospitality linen supplier,Sydney,,hospitality linen supplier Sydney award winner supplier needed,,"Generator: template=T14, risk=medium",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0441,cloud kitchen,Sydney,,cloud kitchen Sydney new head chef supplier needed,,"Generator: template=T14, risk=medium",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0442,dark kitchen,Sydney,,dark kitchen Sydney franchise opportunity supplier needed,,"Generator: template=T14, risk=medium",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0443,food delivery platform,Sydney,,food delivery platform Sydney liquidation supplier needed,,"Generator: template=T14, risk=medium",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0444,restaurant franchise,Sydney,,restaurant franchise Sydney reopening supplier needed,,"Generator: template=T14, risk=medium",Discovery,high,New,Yes,2026-05-29T16:05:03.072546,2026-06-12T16:05:03.072546,14,,,0.0,0.0,1,0,0,0,,,,,,,
KW-0445,brewery venue,Australia,,site:.com.au brewery venue Australia procurement manager,,"Generator: template=T15, risk=high",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0446,aged care food service,Australia,,site:.com.au aged care food service Australia F&B director,,"Generator: template=T15, risk=high",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0447,corporate catering,Australia,,site:.com.au corporate catering Australia purchasing manager,,"Generator: template=T15, risk=high",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0448,cafe chain,Australia,,site:.com.au cafe chain Australia venue manager,,"Generator: template=T15, risk=high",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0449,food court operator,Australia,,site:.com.au food court operator Australia group executive chef,,"Generator: template=T15, risk=high",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0450,winery restaurant,Australia,,site:.com.au winery restaurant Australia supply chain manager,,"Generator: template=T15, risk=high",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0451,resort F&B,Australia,,site:.com.au resort F&B Australia regional manager,,"Generator: template=T15, risk=high",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0452,hospitality recruitment,Australia,,site:.com.au hospitality recruitment Australia chief operating officer,,"Generator: template=T15, risk=high",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0453,restaurant renovation,Australia,,site:.com.au restaurant renovation Australia chief procurement officer,,"Generator: template=T15, risk=high",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0454,restaurant supply chain,Australia,,site:.com.au restaurant supply chain Australia food and beverage manager,,"Generator: template=T15, risk=high",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0455,ghost kitchen operator,Australia,,site:.com.au ghost kitchen operator Australia executive housekeeper,,"Generator: template=T15, risk=high",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0456,hotel housekeeping supplier,Australia,,site:.com.au hotel housekeeping supplier Australia maintenance manager,,"Generator: template=T15, risk=high",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0457,restaurant furniture supplier,Australia,,site:.com.au restaurant furniture supplier Australia interior designer,,"Generator: template=T15, risk=high",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0458,commercial kitchen supplier,Australia,,site:.com.au commercial kitchen supplier Australia architect,,"Generator: template=T15, risk=high",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0459,hospitality technology supplier,Australia,,site:.com.au hospitality technology supplier Australia FF&E coordinator,,"Generator: template=T15, risk=high",Discovery,medium,Paused,,,,14,,,,,0,0,0,0,,,,,,,
KW-0460,restaurant POS supplier,Sydney,,site:.com.au restaurant POS supplier Sydney owner,,"Generator: template=T15, risk=high",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0461,bar equipment supplier,Sydney,,site:.com.au bar equipment supplier Sydney director,,"Generator: template=T15, risk=high",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0462,food packaging supplier,Sydney,,site:.com.au food packaging supplier Sydney CEO,,"Generator: template=T15, risk=high",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0463,hotel amenities supplier,Sydney,,site:.com.au hotel amenities supplier Sydney founder,,"Generator: template=T15, risk=high",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0464,restaurant lighting supplier,Sydney,,site:.com.au restaurant lighting supplier Sydney general manager,,"Generator: template=T15, risk=high",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0465,hospitality linen supplier,Sydney,,site:.com.au hospitality linen supplier Sydney procurement manager,,"Generator: template=T15, risk=high",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0466,cloud kitchen,Sydney,,site:.com.au cloud kitchen Sydney operations manager,,"Generator: template=T15, risk=high",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0467,dark kitchen,Sydney,,site:.com.au dark kitchen Sydney head chef,,"Generator: template=T15, risk=high",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0468,food delivery platform,Sydney,,site:.com.au food delivery platform Sydney F&B director,,"Generator: template=T15, risk=high",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0469,restaurant franchise,Sydney,,site:.com.au restaurant franchise Sydney purchasing manager,,"Generator: template=T15, risk=high",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0470,motel group,Australia,,motel group Australia contact email,,"Generator: template=T1, risk=low",Discovery,high,Testing,Yes,2026-05-28 15:52,,14,,,,,0,0,0,0,,,,,,,
KW-0471,motel group,Australia,,motel group owner director Australia,,"Generator: template=T2, risk=low",Discovery,high,Testing,Yes,2026-05-28 15:52,,14,,,,,0,0,0,0,,,,,,,
KW-0472,motel group,Australia,,motel chain Australia procurement,,"Generator: template=T11, risk=low",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0473,restaurant management company,Australia,,restaurant management company Australia contact,,"Generator: template=T1, risk=low",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0474,restaurant management company,Australia,,restaurant management company director Australia,,"Generator: template=T2, risk=low",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0475,hotel management company,Australia,,hotel management company Australia contact,,"Generator: template=T1, risk=low",Discovery,high,Testing,Yes,2026-06-01 17:19,,14,,,,,0,0,0,0,,,,,,,
KW-0476,hotel management company,Australia,,hotel management company procurement Australia,,"Generator: template=T12, risk=low",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0477,hospital food service,Australia,,hospital food service Australia contact,,"Generator: template=T1, risk=low",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0478,hospital food service,Australia,,hospital food service manager Australia email,,"Generator: template=T9, risk=medium",Discovery,high,New,Yes,2026-05-29T15:30:23.375769,2026-06-12T15:30:23.375769,14,,,0.0,0.0,1,0,0,0,,,,,,,
KW-0479,student accommodation food service,Australia,,student accommodation food service Australia,,"Generator: template=T1, risk=low",Discovery,high,Testing,Yes,2026-05-28 15:52,,14,,,,,0,0,0,0,,,,,,,
KW-0480,student accommodation food service,Australia,,student accommodation catering Australia contact,,"Generator: template=T11, risk=low",Discovery,high,Testing,Yes,2026-05-28 15:52,,14,,,,,0,0,0,0,,,,,,,
KW-0481,stadium catering,Australia,,stadium catering Australia contact,,"Generator: template=T1, risk=low",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0482,stadium catering,Australia,,stadium catering manager Australia procurement,,"Generator: template=T9, risk=medium",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0483,airline catering,Australia,,airline catering Australia supplier contact,,"Generator: template=T11, risk=low",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0484,hospitality consulting firm,Australia,,hospitality consulting firm Australia contact,,"Generator: template=T1, risk=low",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0485,hotel technology provider,Australia,,hotel technology provider Australia contact,,"Generator: template=T1, risk=low",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0486,restaurant marketing agency,Australia,,restaurant marketing agency Australia contact,,"Generator: template=T1, risk=low",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0487,restaurant group,Australia,,restaurant group Australia contact,,"Generator: template=T1, risk=low",Discovery,high,Testing,Yes,2026-05-28 15:52,,14,,,,,0,0,0,0,,,,,,,
KW-0488,restaurant owner,Australia,,restaurant owner Australia email,,"Generator: template=T1, risk=low",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0489,hotel group,Australia,,hotel group Australia phone,,"Generator: template=T1, risk=low",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0490,hotel F&B manager,Australia,,hotel F&B manager Australia supplier registration,,"Generator: template=T1, risk=low",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0491,catering company,Australia,,catering company Australia procurement,,"Generator: template=T1, risk=low",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0492,event venue,Australia,,event venue Australia request a quote,,"Generator: template=T1, risk=low",Discovery,high,New,Yes,2026-05-29T16:06:08.820092,2026-06-12T16:06:08.820092,14,,,0.0,0.0,1,0,0,0,,,,,,,
KW-0493,restaurant fit-out company,Sydney,,restaurant fit-out company Sydney phone,,"Generator: template=T1, risk=low",Discovery,high,New,Yes,2026-05-29T16:05:57.665878,2026-06-12T16:05:57.665878,14,,,0.0,0.0,1,0,0,0,,,,,,,
KW-0494,restaurant design company,Sydney,,restaurant design company Sydney supplier registration,,"Generator: template=T1, risk=low",Discovery,high,New,Yes,2026-05-29T16:05:55.593549,2026-06-12T16:05:55.593549,14,,,0.0,0.0,1,0,0,0,,,,,,,
KW-0495,multi-location restaurant,Sydney,,multi-location restaurant Sydney become a supplier,,"Generator: template=T1, risk=low",Discovery,high,New,Yes,2026-05-29T16:04:55.370059,2026-06-12T16:04:55.370059,14,,,0.0,0.0,1,0,0,0,,,,,,,
KW-0496,hospitality venue group,Sydney,,hospitality venue group Sydney vendor application,,"Generator: template=T1, risk=low",Discovery,high,New,Yes,2026-05-29T16:05:59.593365,2026-06-12T16:05:59.593365,14,,,0.0,0.0,1,0,0,0,,,,,,,
KW-0497,hotel procurement manager,Sydney,,hotel procurement manager Sydney procurement,,"Generator: template=T1, risk=low",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0498,new restaurant opening,Sydney,,new restaurant opening Sydney request a quote,,"Generator: template=T1, risk=low",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0499,restaurant equipment supplier,Sydney,,restaurant equipment supplier Sydney team page,,"Generator: template=T1, risk=low",Discovery,high,New,Yes,2026-05-29T16:03:55.454143,2026-06-12T16:03:55.454143,14,,,0.0,0.0,1,0,0,0,,,,,,,
KW-0500,restaurant group,Australia,,restaurant group owner Australia,,"Generator: template=T2, risk=medium",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0501,restaurant owner,Sydney,,restaurant owner owner Sydney,,"Generator: template=T2, risk=medium",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
